"";"TCGA-2J-AAB6";"TCGA-2J-AAB8";"TCGA-2J-AAB9";"TCGA-2J-AABA";"TCGA-2J-AABE";"TCGA-2J-AABF";"TCGA-2J-AABK";"TCGA-2J-AABO";"TCGA-2J-AABR";"TCGA-2J-AABT";"TCGA-2J-AABU";"TCGA-2J-AABV";"TCGA-2L-AAQA";"TCGA-2L-AAQE";"TCGA-2L-AAQI";"TCGA-2L-AAQJ";"TCGA-2L-AAQL";"TCGA-3A-A9I5";"TCGA-3A-A9I7";"TCGA-3A-A9I9";"TCGA-3A-A9IB";"TCGA-3A-A9IC";"TCGA-3A-A9IH";"TCGA-3A-A9IU";"TCGA-3A-A9IX";"TCGA-3A-A9IZ";"TCGA-3A-A9J0";"TCGA-3E-AAAY";"TCGA-3E-AAAZ";"TCGA-F2-6880";"TCGA-F2-7273";"TCGA-F2-7276";"TCGA-F2-A44G";"TCGA-F2-A44H";"TCGA-F2-A7TX";"TCGA-F2-A8YN";"TCGA-FB-A4P5";"TCGA-FB-A4P6";"TCGA-FB-A545";"TCGA-FB-A5VM";"TCGA-FB-A78T";"TCGA-FB-AAPP";"TCGA-FB-AAPQ";"TCGA-FB-AAPS";"TCGA-FB-AAPU";"TCGA-FB-AAPY";"TCGA-FB-AAPZ";"TCGA-FB-AAQ0";"TCGA-FB-AAQ1";"TCGA-FB-AAQ2";"TCGA-FB-AAQ3";"TCGA-FB-AAQ6";"TCGA-H6-8124";"TCGA-HV-A5A3";"TCGA-HV-A5A4";"TCGA-HV-A5A5";"TCGA-HV-A5A6";"TCGA-HV-A7OL";"TCGA-HV-AA8V";"TCGA-HV-AA8X";"TCGA-HZ-7918";"TCGA-HZ-7919";"TCGA-HZ-7920";"TCGA-HZ-7922";"TCGA-HZ-7923";"TCGA-HZ-7924";"TCGA-HZ-7925";"TCGA-HZ-7926";"TCGA-HZ-8001";"TCGA-HZ-8002";"TCGA-HZ-8003";"TCGA-HZ-8005";"TCGA-HZ-8315";"TCGA-HZ-8317";"TCGA-HZ-8636";"TCGA-HZ-8637";"TCGA-HZ-A49G";"TCGA-HZ-A49H";"TCGA-HZ-A49I";"TCGA-HZ-A4BH";"TCGA-HZ-A77O";"TCGA-HZ-A8P0";"TCGA-HZ-A8P1";"TCGA-IB-7644";"TCGA-IB-7645";"TCGA-IB-7646";"TCGA-IB-7647";"TCGA-IB-7649";"TCGA-IB-7651";"TCGA-IB-7652";"TCGA-IB-7654";"TCGA-IB-7885";"TCGA-IB-7886";"TCGA-IB-7887";"TCGA-IB-7888";"TCGA-IB-7889";"TCGA-IB-7890";"TCGA-IB-7891";"TCGA-IB-7893";"TCGA-IB-7897";"TCGA-IB-8126";"TCGA-IB-8127";"TCGA-IB-A5SO";"TCGA-IB-A5SP";"TCGA-IB-A5SQ";"TCGA-IB-A5SS";"TCGA-IB-A5ST";"TCGA-IB-A6UF";"TCGA-IB-A6UG";"TCGA-IB-A7LX";"TCGA-IB-A7M4";"TCGA-IB-AAUM";"TCGA-IB-AAUN";"TCGA-IB-AAUO";"TCGA-IB-AAUP";"TCGA-IB-AAUQ";"TCGA-IB-AAUR";"TCGA-IB-AAUS";"TCGA-IB-AAUU";"TCGA-IB-AAUV";"TCGA-IB-AAUW";"TCGA-L1-A7W4";"TCGA-LB-A7SX";"TCGA-LB-A8F3";"TCGA-LB-A9Q5";"TCGA-M8-A5N4";"TCGA-OE-A75W";"TCGA-PZ-A5RE";"TCGA-Q3-A5QY";"TCGA-Q3-AA2A";"TCGA-RB-AA9M";"TCGA-RL-AAAS";"TCGA-S4-A8RM";"TCGA-S4-A8RO";"TCGA-S4-A8RP";"TCGA-US-A774";"TCGA-US-A779";"TCGA-US-A77G";"TCGA-US-A77J";"TCGA-XD-AAUG";"TCGA-XD-AAUH";"TCGA-XD-AAUI";"TCGA-XD-AAUL";"TCGA-XN-A8T3";"TCGA-YB-A89D";"TCGA-YY-A8LH";"TCGA-Z5-AAPL"
"ABCC5";480,7018;982,3737;558,4137;646,9391;1243,1016;1017,4537;1061,4789;677,0833;856,5244;991,8648;508,7336;456,6929;1724,9145;1135,7739;667,5606;721,7822;896,526;679,4718;856,7202;1022,6629;1162,1485;817,7778;538,186;438,9279;725,268;856,5056;1024,5577;831,7894;984,6672;568,2725;530,672;657,0663;936,5342;606,264;532,9815;1021,2753;796,8041;865,1226;1037,8501;610,8503;1535,9967;287,2544;586,9261;1493,1034;513,2528;780,6067;498,9138;886,9363;761,9286;701,2564;413,0067;550,2347;689,5465;2163,9005;1098,3342;792,6054;408,4582;603,8201;1046,0718;604,7115;455,6237;802,1073;1218,5223;557,6017;1482,77;673,0673;768,748;396,1473;700,2045;845,6328;945,4641;593,3592;1103,3699;760,0357;1112,9948;950,6884;701,3129;882,2388;603,4933;916,7267;709,6733;1041,2476;418,5629;841,411;867,3597;548,2234;970,988;454,7311;638,8813;681,4206;542,0416;708,5676;628,3557;932,6443;931,2053;445,4059;914,7091;556,6635;1063,3433;1448,1388;806,2358;706,3394;946,5324;1037,1243;814,628;478,2237;683,2678;1331,7979;772,979;668,6076;1205,1737;877,4194;509,837;1344,2989;898,909;875,6378;806,5825;1000;1182,7865;1306,8323;854,5026;2410,7658;892,0329;289,8477;743,5488;1598,5066;895,7299;859,2291;813,7129;1192,5018;806,4378;510,1822;651,5593;1250,6367;875,0662;780,2105;673,5754;2295,7554;728,989;1073,6486;1157,2098;665,1808;1237,422;656,6456;849,4347;885,9001;621,6524
"ABCC6P1";0,5848;24,4418;18,2208;14,4043;4,9329;10,2773;15,0473;10,4167;17,316;10,0125;1,0917;14,1732;7,6413;0;30,6087;5,4455;7,7621;32,413;35,9256;20,3966;5,6435;0;5,4206;8,348;8,5758;8,9219;1,5844;14,1394;7,1055;40,5032;8,5163;5,3583;4,415;3,3557;15,8311;5,1502;7,2635;33,3787;2,271;1,0433;24,9688;35,4721;8,9744;2,069;64,9544;25,4605;6,517;7,105;7,994;0,9307;15,0184;11,2676;0,4119;1,5573;43,525;6,3547;26,7666;18,4843;2,9098;5,6192;18,8139;8,7143;1,8804;3,8544;11,2657;46,1347;3,4515;6,365;2,045;25,3119;16,2559;0;10,9807;23,4485;5,5929;5,7637;3,2823;6,65;7,1517;6,7195;13,8392;19,2824;39,521;27,9141;5,4054;13,198;10,1934;4,7651;20,9069;9,5415;20,1675;2,0139;4,8973;0,3504;2,2014;17,3053;0;7,7195;0,3748;4,3368;40,4833;31,082;8,5238;3,0459;3,9212;0,7591;6,99;4,8184;9,6622;4,5921;7,1012;37,276;22,4845;4,4269;8,3599;3,8265;4,0577;1,4699;24,2863;2,8986;25,5604;1,2816;9,2775;7,6142;11,8749;2,2975;18,8679;4,9476;2,6592;38,212;11,1588;6,9668;32,0166;5,0429;10,5876;16,4211;28,2126;6,3898;6,0901;7,4324;1,5617;4,9529;7,0686;13,7131;3,5971;7,9374;2,849
"ABCC6P2";9,9415;22,5617;16,0772;19,4144;12,949;20,2002;37,4033;20,8333;23,5003;16,2703;8,7336;42,5197;8,8478;18,5357;25,2643;22,2772;37,517;78,6315;40,5748;70,8215;24,1862;54,8148;29,8132;13,181;29,4028;34,9442;6,8656;25,8411;18,3246;92,0528;18,0971;23,7776;14,3488;17,8971;24,6262;15,4505;14,527;34,0599;12,869;5,7381;20,3912;19,4749;21,5386;6,2069;39,7987;56,338;16,6546;16,5782;13,4899;9,772;49,5608;44,1315;16,8885;15,5732;60,1827;30,0404;59,9572;25,2619;19,3986;13,3996;47,8528;38,0258;22,2518;14,561;20,2121;86,2843;19,1403;53,6481;29,4479;16,7558;34,085;3,4498;8,7088;49,9554;24,8187;14,089;13,6761;33,8044;20,3548;11,5191;40,4104;21,2771;66,4671;85,8896;11,2266;17,2589;11,5003;13,6147;50,5023;20,1431;19,547;20,1393;45,2054;15,0653;23,115;25,958;7,1742;20,5854;5,6222;15,9017;54,8927;21,4984;27,1213;6,0918;17,1552;6,4522;10,0481;26,9829;24,6924;6,8881;15,2168;35,1254;47,2175;17,2157;12,3198;17,8571;9,9188;18,1284;40,9033;16,5631;44,4357;6,8354;26,4409;60,4061;41,1053;12,6364;50,149;24,3256;6,9139;20,1875;26,1803;56,806;37,0062;11,0944;37,0566;40;44,8379;29,6668;25,5786;20,9459;17,1786;6,9341;18,711;22,6793;12,8469;22,0483;6,2678
"ABCC6";7,0175;62,0447;234,7267;91,4357;41,93;129,3524;130,2666;42,4679;106,9882;101,3767;17,4672;242,5197;69,9779;20,3892;140,8971;38,1188;98,9672;320,5282;338,9687;257,7904;73,3649;135,3086;149,0659;47,891;134,3543;57,2491;10,0343;143,3447;68,8108;581,7736;133,3333;226,7247;32,0088;175,6152;160,5101;111,7583;71,1821;528,6104;28,7661;16,1711;227,6321;25,7347;48,4618;56,5517;193,3615;229,1441;38,378;44,9981;58,4562;28,3853;91,6124;339,9061;16,8885;38,9331;210,1021;150,7799;107,6017;105,9766;107,1775;53,5984;296,5235;127,9411;34,1612;58,2441;218,3565;453,616;58,0483;422,2137;43,3538;147,2371;219,1924;21,561;212,7982;312,4761;78,6507;49,3116;181,0722;209,4763;67,6661;29,2777;126,2134;152,9291;329,3413;142,3313;120,1663;46,7005;90,9566;89,857;121,64;100,4506;85,6345;57,7327;42,9452;26,2766;36,3236;87,7627;15,8857;171,9738;18,3658;116,0101;309,4573;101,7937;193,7234;24,8747;44,6036;22,7726;39,7554;113,2317;216,8636;18,8275;54,2734;344,8029;130,9725;66,8952;57,6393;38,9031;26,1497;91,1318;351,5126;64,1822;244,9862;9,8259;129,8852;146,7005;284,9966;22,9753;144,9851;68,4415;46,8018;148,522;118,4549;175,2412;160,0832;50,9332;119,1106;282,1053;430,2419;317,6632;92,57;69,5946;159,8126;77,7613;57,3805;92,2996;31,8602;98,7763;9,1168
"ABCC8";2581,2865;39,483;634,5123;7,5153;324,9576;2828,741;3539,9828;1274,0385;1373,5312;6,8836;1,0917;297,6378;41,8259;102,873;1428,8907;14,3564;2793,0729;3320,5282;53,2544;1939,9433;144,3112;30,1235;1283,9028;150,703;993,9765;22,3048;8,9781;924,9147;21,6904;2066,8917;1819,5609;2978,2317;41,9426;805,3691;877,7485;97,3379;2083,1669;809,2643;223,3157;1045,9051;456,9288;37,5587;418,2073;506,8966;453,9302;1197,7248;385,2281;21,907;721,9585;2614,7045;87,8578;434,7418;521,485;9,3439;1251,4777;3299,249;4,818;165,7425;382,1532;255,0249;986,5031;1010,4571;9495,5731;188,4368;3970,1789;67,581;295,5758;16,0641;5218,8139;691,2656;3316,2035;51,7464;162,4385;16,312;724,2856;2691,0022;1071,116;2274,8684;217,3016;2227,9818;163,8559;191,4938;154,491;10,1227;469,8545;8,1218;1302,9273;1420,6943;370,0787;1051,9481;1102,6993;51,6909;86,6438;2,4525;2571,2713;290,07;895,2363;1476,1445;227,5112;8913,9863;754,7739;98,9445;1161,5653;691,4162;4997,5615;11,3863;5,6793;155,1516;225,989;18,8275;206,949;1076,7025;335,5818;240,0358;450,9945;3450,8929;630,2976;211,171;720,9203;2191,7184;2827,3692;137,5627;207,8163;895,4315;874,1722;2,2975;225,422;396,2184;4,7865;2,8839;4307,2961;509,6463;127,6507;1011,0994;2096,3473;282,9474;1462,5201;263,8065;2088,916;5643,9189;9159,292;1239,7226;372,5572;1346,519;2133,0935;294,1241;5,698
"ABCC9";245,614;206,8155;264,7374;828,558;193,618;376,0078;250,6449;202,7244;457,6376;1500;152,8384;88,189;92,9017;128,823;272,563;131,6832;243,2134;186,0744;323,3305;243,0595;538,9499;344,1975;174,6201;212,6538;846,9627;233,4572;240,8239;393,9542;615,9312;393,9859;1235,662;662,0898;203,6424;361,2975;303,8698;156,0496;457,5994;441,4169;227,8577;170,579;95,7137;7,6508;134,6161;377,931;52,5643;212,351;271,5424;130,8498;211,8411;200,0931;95,367;71,3615;153,2326;87,9888;110,1558;320,6239;128,4797;28,3426;374,3938;34,5796;536,6053;328,765;1610,2797;687,7944;1535,1226;410,9726;1535,9272;271,2715;608,589;1374,6881;598,8464;276,4122;372,5861;869,6317;358,2976;377,8418;547,046;986,977;169,9904;441,5647;138,9454;408,2542;77,8443;230,9816;1395,0104;362,9442;391,2703;801,9061;300,0272;478,3992;550,1086;451,4559;362,397;360,8654;1058,8883;192,4186;675,9111;664,3079;546,1019;1952,2949;1069,7205;202,5513;463,3863;65,4866;621,0191;181,4214;665,7929;129,6142;186,8033;111,1285;131,8793;410,7527;200,6745;50,6633;1081,5068;266,5816;1130,2976;810,3871;123,562;1172,2567;1014,943;235,8219;123,3909;73,6041;326,1018;171,166;63,0586;70,503;255,8143;178,0822;366,0944;580,3859;82,7443;125,568;245,1032;439,5789;41,8151;74,8517;226,553;1100;967,2046;305,1015;215,3846;296,4135;378,7256;58,2075;167,5214
"ABCD1";1063,7427;265,0999;414,791;413,9659;454,4474;585,0979;287,6182;473,5577;442,1769;625,1564;374,4541;483,4646;281,9224;856,8119;422,2054;342,0792;614,5019;568,4274;831,3609;1143,9093;504,6861;584,6914;513,7934;542,1793;410,8218;467,658;359,1233;650,902;341,4361;838,294;415,4358;311,7883;242,2737;573,8255;439,7537;369,2659;555,6564;467,9837;366,3891;423,5785;533,0836;255,9555;253,9757;478,6207;579,3336;417,6598;324,4026;359,3928;641,0192;219,637;244,8003;292,0188;280,5144;550,5137;788,2859;511,8429;608,137;565,6192;655,1891;857,1429;433,5378;352,5311;202,4602;316,06;310,4705;311,4713;309,0681;360,685;390,184;245,9893;522,8107;567,486;339,6441;398,6237;347,8109;901,3769;646,6083;304,2394;606,7941;453,5637;631,0668;959,4638;216,7665;436,8098;345,1143;455,3299;265,5515;323,3492;392,6147;781,6061;346,8818;627,3391;260,6847;392,7477;319,2075;305,3152;313,1021;464,458;223,7631;226,2378;653,9087;291,6532;453,3127;692,9391;445,5456;468,3556;507,6453;562,7858;879,2636;406,8587;271,8742;426,5233;431,1411;594,6789;547,7933;588,648;381,8756;808,4272;550,0639;503,1056;410,1455;663,8898;499,5941;1234,5178;887,8739;710,5112;872,8898;762,7513;507,9058;351,1175;360,515;426,045;286,0707;339,3865;492,324;583,1579;751,16;617,0698;414,1291;393,2432;353,4617;523,0312;544,2827;496,308;449,6403;664,0944;431,339
"ABCD2";2,3392;15,0411;4,2872;8,7678;6,1662;19,4915;7,7386;7,2115;19,1713;30,6633;4,3668;0;0,8043;8,3411;4,3727;3,9604;3,2342;7,8031;30,8538;4,5326;4,031;3,4568;2,7103;3,9543;42,0623;1,487;9,5062;19,0151;17,2027;7,3642;22,0892;26,4568;4,415;10,0671;20,2287;3,6051;34,1384;18,3924;0,757;5,2165;3,3292;0;0,8974;22,069;3,3791;9,7508;10,1376;1,1842;3,4974;3,7227;3,7546;0,939;3,2953;2,336;4,2988;10,3986;1,606;3,6969;6,3046;1,729;61,3497;13,0714;22,5652;17,1306;49,7018;29,6758;5,9617;15,761;22,9039;57,041;57,6822;1,7249;16,2817;11,7242;20,2744;80,6916;11,488;26,046;4,9512;22,5582;3,875;5,3193;3,5928;12,5767;59,0437;28,4264;36,069;31,9946;17,9202;14,3122;12,1005;17,4541;10,5479;8,4085;33,0215;12,3609;11,7862;34,7379;10,1199;118,1785;82,339;12,4328;13,1732;1,5229;16,6651;3,0363;33,2023;3,8547;7,5151;5,9697;12,6807;17,9211;9,5559;1,9675;96,7988;1,2755;66,2759;14,6987;6,8172;25,2588;34,998;1,7089;9,7414;1,0152;11,8749;1,1488;0,993;3,2984;103,7085;7,2098;8,5837;21,4362;13,7214;3,53;12,1758;20,2105;2,0152;1,3692;20,7065;6,7568;71,317;11,3918;3,3264;10,0211;7,7081;2,2048;128,7749
"ABCD3";645,0292;1144,0658;918,5423;1987,1614;662,2476;1458,6693;1205,9329;931,891;1414,3476;868,5857;991,2664;899,2126;931,4297;1044,0222;1751,0106;1106,4356;908,816;683,0732;1354,1843;1462,3229;1042,0236;791,6049;1662,9562;1485,5009;1452,5778;1012,6394;1099,023;1293,0278;863,1264;1574,7162;1596,8064;1586,7381;1341,0596;902,6846;1233,5092;1746,4168;1139,6405;1448,2289;1044,6631;402,7126;1167,707;1625,4564;871,4147;580,6897;1713,5959;1103,467;1044,1709;1191,2656;807,3945;1146,1145;1462,0437;901,4085;1445,8233;1569,003;1203,1166;1425,7655;1340,4711;1019,1004;1238,1183;1124,7028;1244,5808;2213,8161;1526,6003;1517,773;1272,3658;3157,3566;1099,4666;2320,5081;892,8425;1536,8984;1391,1904;572,2294;1631,9576;1779,5336;1319,2345;1324,0474;1544,8578;1389,3045;1168,4775;793,3765;870,7614;1416,2564;1366,4671;1872,0859;1126,8191;733,5025;1579,4564;1453,3696;935,3788;1031,5399;1273,0375;1365,78;922,5678;1716,3878;1296,0925;918,8298;888,5746;1546,9068;1251,1244;1358,1496;1547,9727;1027,0025;1023,2468;1658,9927;1165,5749;742,0059;1032,7654;1156,891;1060,699;692,4864;796,348;1392,8315;878,0214;837,6659;806,5102;901,7857;682,1461;801,0779;1713,251;814,0787;2008,258;472,9253;1799,8376;723,3503;1215,8027;975,8759;611,718;1187,8306;512,6923;1620,7642;1289,6996;1069,6677;1302,2869;671,7129;1743,7798;1301,0526;1901,3265;1737,1063;860,5359;1012,1622;829,2556;933,1352;1413,3056;1352,8481;1262,0761;1325,5429;623,9316
"ABCD4";492,9825;674,0306;822,0793;573,039;715,8933;725,7907;899,3981;1201,1218;675,3247;752,816;1014,1921;1075,5906;736,7786;986,5616;1002,7985;751,9802;734,8149;1131,4526;830,5156;798,8669;798,5488;822,2222;461,5236;753,0756;766,5135;587,3606;1522,5772;1053,6324;1080,7779;533,9061;453,2269;413,2619;807,3951;666,6667;645,9982;869,8608;777,919;698,9101;901,5897;646,844;1057,8444;828,3777;794,2348;880,6897;396,8604;984,2904;783,4902;921,8691;723,957;783,155;880,0797;1018,7793;638,8809;976,4416;1125,2015;903,524;723,2334;1102,2797;831,2318;1101,3616;608,998;564,842;571,6524;668,5225;699,4698;774,0648;502,3533;603,4655;958,2822;749,0196;583,1148;483,398;711,0943;592,838;707,8563;619,2763;755,4705;974,2311;839,4994;799,1361;750,0837;886,9887;1031,7365;900,3067;698,9605;359,8985;435,1803;603,1314;486,5599;568,7782;536,1464;854,5775;678,8351;757,4669;443,5883;982,6947;732,2798;487,1877;394,6777;632,8153;634,6963;711,5198;648,5858;481,7577;594,0609;677,1041;618,6107;654,8167;943,6785;940,459;1098,1486;829,3907;505,9022;844,5522;843,4697;713,0102;909,3778;884,8604;973,5833;765,2174;894,2194;404,144;469,9061;916,7513;713,4049;935,6692;1417,0804;743,3733;821,1587;909,1565;887,1245;895,4984;1159,2516;877,9671;856,0085;841,6842;1181,9057;1070,744;1073,0816;622,973;901,0932;862,3081;644,0748;927,7426;685,5087;759,343;822,2222
"ABCE1";1159,0643;1333,96;1060,0214;1354,0003;844,7665;1092,23;1257,5236;850,9615;1197,2789;984,3554;1184,4978;1108,6614;983,712;990,7322;1465,8155;1139,604;672,071;1169,2677;962,8064;723,5127;1479,7944;971,8519;1191,753;1150,2636;1290,0459;1409,6654;1009,7703;1025,3535;1129,7681;1298,5578;1498,3367;1609,5111;1472,9581;1184,5638;2519,7889;1470,8836;1149,8093;938,0109;1489,7805;740,7407;1310,0291;1449,487;999,7487;1033,7931;1393,7047;804,442;1324,4026;1254,0261;1541,344;1875,2908;1350,1565;1652,5822;1817,783;1049,6358;1111,7679;1101,6753;1191,1135;899,5687;911,2512;1145,0184;1676,4826;1675,513;1813,0534;1386,2955;1100,3976;1571,8204;1143,7088;1718,8612;1280,5726;1509,8039;1702,15;1951,7033;1278,3037;1693,8958;1748,4925;1408,2613;1008,7527;1315,0457;970,9806;1022,3182;1683,9518;1337,7971;1821,5569;1506,4417;1677,3389;1782,2335;1879,5086;1472,4302;2039,3701;1179,1678;1236,1154;1400,6881;1334,314;1767,89;1779,3065;1428,5126;1479,4203;1349,6301;2479,7601;1793,6393;1496,5109;1395,0657;895,3894;911,2276;1249,3904;1337,1288;1049,8034;1379,9816;1229,2514;934,4893;1480,5985;1235,1254;1460,9331;1004,904;1053,7871;944,5153;1297,5654;1216,0706;923,3063;1488,1988;1354,6992;2010,0395;1481,6189;914,7208;1409,4542;974,1528;397,716;822,5346;1211,5281;1115,3569;1092,7039;905,1447;1355,0936;2292,4977;1032,8216;1189,8947;1048,3997;1100,4108;937,2716;1253,3784;1273,2952;1060,426;847,4012;1200,9494;1212,2302;1109,4697;1519,0883
"ABCF1";1690,6433;1786,134;1897,1061;1715,9856;1685,2166;2057,234;1724,8495;1776,4423;1917,7489;1733,4168;1292,5764;2987,4016;961,1904;1379,0547;1894,8228;1993,0693;1954,763;1795,3181;1673,2883;1366,0057;1449,1585;1993,0864;1127,8676;1883,5677;1731,904;1798,513;2071,2965;1619,2101;1318,9978;1675,3605;2096,8729;2023,4427;1702,5386;1674,4966;1854,0018;2302,1183;1479,5715;1490,4632;2018,9251;2730,3078;1683,3125;1788,9063;4620,0237;1575,1724;2251,2536;1659,2633;2056,4808;1646,5754;1682,2383;1804,0949;944,659;1769,9531;1218,8579;1604,8215;1777,0016;1700,1733;1419,7002;1486,1368;1576,6246;1789,0642;1388,1391;1359,0272;1849,095;1321,6274;1582,1736;1754,6135;1979,2909;1997,7101;2208,589;1559,3583;1652,8579;2519,1893;1296,1;1611,3164;1552,0405;1555,2354;1651,5317;1639,2352;1936,4599;1988,4809;2165,5554;1657,6184;2348,503;1884,0491;1819,5426;1619,2893;1438,8395;1729,0674;1827,3147;1634,5083;2032,5783;2167,6596;1533,218;2136,8135;1642,8178;1689,3284;1297,5034;1749,3299;1522,4888;1498,7351;1402,5072;1747,8469;1643,9365;1110,2255;1840,0202;1389,1261;1937,0904;1195,438;1407,466;1990,6689;2003,0434;1549,1039;2132,6588;1278,3874;1740,1788;1535,7143;1807,9351;1786,3792;2123,9881;1565,2174;1764,8447;1629,8195;1339,673;2664,9746;1838,776;1742,1022;1901,1917;1334,6087;1544,9909;1418,1687;2008,1545;1886,9239;1556,341;2382,7654;1682,3716;1951,5789;1070,5667;881,7891;1862,972;1831,0811;1963,0401;2374,4428;2005,4054;1329,6414;1498,9723;2121,4861;2013,6752
"ABCF2";1487,1345;1351,8214;1216,5059;1332,7071;1153,692;1252,4143;1165,5202;1265,2244;1132,3438;1279,0989;1089,5197;1166,9291;1069,3746;1408,2484;1128,6342;1093,5644;1064,7054;1501,8007;1352,4937;1078,7535;1397,9643;1055,8025;1033,7818;1079,9649;1209,1884;941,2639;1259,5722;1093,6129;1294,6896;860,3866;1102,5948;1298,7274;1134,106;1092,8412;1578,2762;1055,2663;1214,4543;912,1253;1159,7275;1762,65;1029,1303;1637,976;444,233;1002,7586;1406,4703;997,2914;890,6589;995,287;1386,4602;2213,1224;889,0908;1583,0986;670,5984;724,1552;894,6803;1077,9896;728,0514;1060,382;1057,226;895,1805;1230,6748;1128,0995;1685,1837;863,8116;964,5461;1013,7157;1228,428;1389,6982;1470,7566;1187,5223;1045,097;1890,47;837,1829;1000,6372;1148,6498;1087,4159;863,7856;1132,1696;1002,3381;1002,1598;1093,849;1106,4087;1150,2994;992,638;1310,6029;875,1269;1320,7005;1027,2294;1377,1382;1263,4508;1229,91;1221,1127;1093,2183;1249,7153;1173,3627;1342,8101;951,0925;1235,9816;1283,3583;1108,7821;772,6141;1196,9177;827,1988;1111,2408;1570,9283;1222,5069;1256,007;1279,7595;1067,6773;812,3399;1449,1504;907,5269;1084,8791;1109,6737;1111,4264;1525,5102;1423,8052;1152,8662;1020,4516;1312,2153;1055,8396;1101,3564;1294,677;1404,0609;1123,5442;1044,2275;1028,7984;726,8814;1180,6815;955,2992;1085,4077;1129,1533;1222,4532;1737,2755;884,595;1218,9474;1044,8731;902,3277;1261,8758;1347,2973;1516,3977;1185,2402;805,8212;951,4768;1097,6362;1233,8221;1348,1481
"ABCF3";1332,7485;1401,6451;1154,3408;1157,9771;1014,953;1036,2364;1031,3844;1148,2372;1025,974;806,0075;1091,7031;1456,6929;737,5829;1398,0538;1008,1429;1266,8317;1482,5667;1386,5546;1077,7684;1051,5581;1380,2278;1258,7654;1156,5192;1243,8489;1037,2639;1237,9182;1378,9279;956,6065;1101,7203;1470,3897;1034,7305;1009,712;1013,245;1071,5884;994,2832;1186,5952;1255,8562;1011,5804;1022,7101;1888,8889;1334,1656;890,9755;881,2866;1075,8621;943,5291;1187,4323;1036,2056;981,6692;1130,1524;1173,5691;774,1998;1035,6808;1003,0142;1220,1627;1078,4524;1107,4523;1104,9251;1361,6759;1169,7381;1218,9324;1244,9898;918,1653;1353,6003;1073,6617;1021,8688;1068,3292;1046,1249;993,854;1443,3538;1109,0909;1151,0225;1386,8047;856,1151;818,1471;1161,5835;913,2245;1059,081;1187,0324;1021,5926;1020,8783;1204,5625;1252,0238;726,9461;1015,9509;876,9231;1320,3046;1230,2666;1083,0497;1264,1868;1006,626;1159,4787;1337,585;767,3624;1630,9013;1059,4386;1308,1994;1262,1449;1001,8227;1071,5892;980,8457;975,0307;850,3529;1139,8683;1138,1462;1087,151;1167,4732;1293,578;1338,5436;1217,4419;928,0604;1502,4093;1174,9104;873,5245;1835,6837;1189,7455;1146,0459;1227,2317;1150,9064;1022,582;1067,0807;980,7314;1495,6745;1424,5622;993,401;1348,253;1377,3693;1270,1092;1182,0584;1234,3972;1054,7945;1069,0987;1299,0354;901,4553;1121,5387;1074,6427;1276,6316;1198,0271;989,5025;1226,553;1016,2162;1203,0193;1125,8049;1296,4657;1074,8945;1074,5118;994,3777;1244,4444
"ABCG1";338,5965;413,631;435,1554;392,6726;1063,6658;669,7971;488,3921;472,7564;570,1917;627,6596;1570,9607;233,0709;1114,4179;933,7349;790,967;1287,1287;600,9182;308,5234;1692,7303;884,4193;883,2006;1120,4938;1398,1222;553,1634;483,1036;548,6989;530,235;1489,0297;432,3111;533,9061;1112,9741;461,8218;794,1501;752,7964;554,0897;931,6626;887,5976;548,3651;382,2861;892,5404;680,8156;1537,8195;1216,0319;1063,4483;665,6892;1160,8884;1236,7849;747,2054;460,1549;517,9153;2065,0335;368,0751;749,2743;2075,9117;907,0392;749,2779;1000;1532,9636;1503,3948;1423,3845;947,6483;712,5881;938,6508;860,3854;858,8469;663,591;670,8503;674,6932;927,1984;488,7701;934,9764;1433,8077;809,9205;453,1668;814,8213;888,5687;968,8184;554,7243;428,0017;566,3547;793,262;384,9824;630,5389;1411,9632;1508,5239;1106,0914;1418,7141;1401,6338;819,9837;1704,2142;827,8002;854,9131;946,6774;606,8144;1211,3374;771,7347;1341,5734;1010,3999;932,1589;872,425;592,8406;1231,626;1161,1778;761,4716;948,4388;1530,6955;810,8344;402,334;553,9683;556,1015;904,8948;298,9247;1880,8319;444,1646;727,3111;474,4898;973,3995;2039,1965;1201,5339;1088,6128;454,188;325,5367;391,0472;311,6751;973,7383;1586,4446;745,7795;3080,6908;970,6053;759,1925;324,8927;444,2658;1185,8628;895,6172;767,0725;996,2105;847,385;902,3277;587,0889;630,4054;931,2858;809,8068;1248,6486;589,6624;1020,0411;1083,4528;880,9117
